"subjID"	"trialID"	"choice"	"outcome"	"correct"	"accuracy"
2	59	2	-1	2	1
2	60	1	1	2	0
2	61	1	-1	2	0
2	62	2	1	2	1
2	63	2	1	2	1
2	64	2	1	2	1
2	65	2	1	2	1
2	66	1	1	1	1
2	67	1	1	1	1
2	68	1	-1	1	1
2	69	2	-1	1	0
2	70	1	1	1	1
2	71	2	1	1	0
2	72	1	1	1	1
2	73	1	1	1	1
2	74	1	1	1	1
2	75	1	1	1	1
2	76	1	1	1	1
2	77	1	1	1	1
2	78	1	1	1	1
2	79	1	1	1	1
2	80	2	-1	1	0
3	1	2	1	1	0
3	2	2	-1	1	0
3	3	1	1	1	1
3	4	1	1	1	1
3	5	1	1	1	1
3	6	1	1	1	1
3	7	1	1	1	1
3	8	1	1	1	1
3	9	1	1	1	1
3	10	1	1	1	1
3	11	1	1	1	1
3	12	1	-1	1	1
3	13	2	-1	1	0
3	14	1	1	1	1
3	15	1	1	1	1
3	16	1	1	1	1
3	17	1	-1	2	0
3	18	2	1	2	1
3	19	2	1	2	1
3	20	2	-1	2	1
3	21	2	1	2	1
3	22	1	1	2	0
3	23	1	-1	2	0
3	24	1	1	2	0
3	25	1	-1	2	0
3	26	2	1	2	1
3	27	2	1	2	1
3	28	2	1	2	1
3	29	2	1	2	1
3	30	1	-1	2	0
3	31	2	1	2	1
3	32	2	1	2	1
3	33	2	-1	1	0
3	34	1	1	1	1
3	35	2	-1	1	0
3	36	1	1	1	1
3	37	1	-1	1	1
3	38	1	1	1	1
3	39	1	1	1	1
3	40	1	-1	1	1
3	41	2	1	1	0
3	42	2	1	1	0
3	43	2	-1	1	0
3	44	1	1	1	1
3	45	1	1	1	1
3	46	2	1	1	0
3	47	1	1	1	1
3	48	1	1	1	1
3	49	1	1	1	1
3	50	1	1	2	0
3	51	1	-1	2	0
3	52	2	1	2	1
3	53	2	-1	2	1
3	54	1	1	2	0
3	55	1	-1	2	0
3	56	1	-1	2	0
3	57	2	1	2	1
3	58	2	1	2	1
3	59	2	-1	2	1
3	60	2	1	2	1
3	61	1	1	2	0
3	62	2	1	2	1
3	63	2	1	2	1
3	64	2	1	2	1
3	65	2	1	2	1
3	66	2	1	1	0
3	67	2	-1	1	0
3	68	1	1	1	1
3	69	1	1	1	1
3	70	1	1	1	1
3	71	2	-1	1	0
3	72	1	-1	1	1
3	73	2	-1	1	0
3	74	1	1	1	1
3	75	1	1	1	1
3	76	1	1	1	1
3	77	1	1	1	1
3	78	1	1	1	1
3	79	1	1	1	1
3	80	1	1	1	1
4	1	2	-1	1	0
4	2	1	-1	1	1
4	3	2	-1	1	0
4	4	1	1	1	1
4	5	1	1	1	1
4	6	1	1	1	1
4	7	1	-1	1	1
4	8	1	1	1	1
4	9	1	1	1	1
4	10	2	1	1	0
4	11	2	-1	1	0
4	12	2	-1	1	0
4	13	1	1	1	1
4	14	1	1	1	1
4	15	1	1	1	1
4	16	1	1	1	1
4	17	1	1	2	0
4	18	1	-1	2	0
4	19	1	1	2	0
4	20	1	-1	2	0
4	21	2	-1	2	1
4	22	1	-1	2	0
4	23	2	1	2	1
4	24	2	1	2	1
4	25	2	1	2	1
4	26	2	1	2	1
4	27	2	1	2	1
4	28	2	1	2	1
4	29	2	1	2	1
4	30	2	1	2	1
4	31	2	1	2	1
4	32	2	1	2	1
4	33	2	-1	1	0
4	34	2	1	1	0
4	35	1	1	1	1
4	36	2	-1	1	0
4	37	2	-1	1	0
4	38	2	-1	1	0
4	39	1	1	1	1
4	40	2	-1	1	0
4	41	1	1	1	1
4	42	1	-1	1	1
4	43	2	-1	1	0
4	44	1	1	1	1
4	45	1	1	1	1
4	46	1	1	1	1
4	47	1	1	1	1
4	48	1	1	1	1
4	49	1	1	1	1
4	50	1	-1	2	0
4	51	2	1	2	1
4	52	2	1	2	1
4	53	2	1	2	1
4	54	2	-1	2	1
4	55	1	-1	2	0
4	56	1	-1	2	0
4	57	1	1	2	0
4	58	2	1	2	1
4	59	2	1	2	1
4	60	1	-1	2	0
4	61	2	1	2	1
4	62	2	1	2	1
4	63	2	1	2	1
4	64	2	1	2	1
4	65	2	1	2	1
4	66	2	-1	1	0
4	67	1	-1	1	1
4	68	2	-1	1	0
4	69	2	-1	1	0
4	70	1	1	1	1
4	71	1	1	1	1
4	72	1	-1	1	1
4	73	2	-1	1	0
4	74	1	1	1	1
4	75	2	-1	1	0
4	76	2	-1	1	0
4	77	1	1	1	1
4	78	1	-1	1	1
4	79	1	1	1	1
4	80	1	1	1	1
5	1	1	-1	1	1
5	2	2	-1	1	0
5	3	2	-1	1	0
5	4	1	1	1	1
5	5	1	-1	1	1
5	6	1	1	1	1
5	7	1	-1	1	1
5	8	2	-1	1	0
5	9	1	1	1	1
5	10	1	-1	1	1
5	11	2	-1	1	0
5	12	1	1	1	1
5	13	1	1	1	1
5	14	1	1	1	1
5	15	1	1	1	1
5	16	1	1	1	1
5	17	1	-1	2	0
5	18	2	1	2	1
5	19	2	1	2	1
5	20	2	1	2	1
5	21	2	1	2	1
5	22	2	-1	2	1
5	23	2	1	2	1
5	24	2	1	2	1
5	25	2	1	2	1
5	26	2	1	2	1
5	27	2	1	2	1
5	28	1	-1	2	0
5	29	2	1	2	1
5	30	2	1	2	1
5	31	2	1	2	1
5	32	2	1	2	1
5	33	2	-1	1	0
5	34	1	1	1	1
5	35	1	1	1	1
5	36	1	1	1	1
5	37	1	1	1	1
5	38	1	1	1	1
5	39	1	1	1	1
5	40	1	1	1	1
5	41	1	1	1	1
5	42	1	1	1	1
5	43	1	1	1	1
5	44	2	-1	1	0
5	45	1	1	1	1
5	46	1	1	1	1
5	47	1	1	1	1
5	48	1	1	1	1
5	49	1	1	1	1
5	50	1	-1	2	0
5	51	1	-1	2	0
5	52	2	1	2	1
5	53	2	1	2	1
5	54	2	1	2	1
5	55	2	1	2	1
5	56	1	-1	2	0
5	57	2	1	2	1
5	58	2	1	2	1
5	59	2	1	2	1
5	60	2	1	2	1
5	61	2	-1	2	1
5	62	2	1	2	1
5	63	2	1	2	1
5	64	2	1	2	1
5	65	2	1	2	1
5	66	2	-1	1	0
5	67	2	-1	1	0
5	68	1	-1	1	1
5	69	2	-1	1	0
5	70	2	-1	1	0
5	71	1	1	1	1
5	72	1	-1	1	1
5	73	1	1	1	1
5	74	2	-1	1	0
5	75	2	-1	1	0
5	76	1	1	1	1
5	77	1	-1	1	1
5	78	2	-1	1	0
5	79	1	1	1	1
5	80	1	1	1	1
6	1	1	1	1	1
6	2	1	1	1	1
6	3	1	1	1	1
6	4	1	1	1	1
6	5	1	1	1	1
6	6	1	1	1	1
6	7	1	1	1	1
6	8	2	1	1	0
6	9	2	-1	1	0
6	10	1	1	1	1
6	11	1	1	1	1
6	12	1	1	1	1
6	13	1	1	1	1
6	14	1	1	1	1
6	15	1	-1	1	1
6	16	2	-1	1	0
6	17	1	-1	2	0
6	18	1	-1	2	0
6	19	2	1	2	1
6	20	2	-1	2	1
6	21	1	-1	2	0
6	22	2	1	2	1
6	23	2	-1	2	1
6	24	1	-1	2	0
6	25	2	-1	2	1
6	26	2	1	2	1
6	27	2	1	2	1
6	28	2	1	2	1
6	29	2	1	2	1
6	30	2	1	2	1
6	31	2	1	2	1
6	32	2	1	2	1
6	33	2	1	1	0
6	34	2	-1	1	0
6	35	1	1	1	1
6	36	1	-1	1	1
6	37	2	-1	1	0
6	38	1	1	1	1
6	39	1	1	1	1
6	40	1	1	1	1
6	41	1	1	1	1
6	42	1	1	1	1
6	43	2	-1	1	0
6	44	1	1	1	1
6	45	1	1	1	1
6	46	2	1	1	0
6	47	2	-1	1	0
6	48	1	1	1	1
6	49	1	1	1	1
6	50	1	1	2	0
6	51	1	1	2	0
6	52	1	-1	2	0
6	53	2	-1	2	1
6	54	1	-1	2	0
6	55	2	1	2	1
6	56	2	1	2	1
6	57	2	1	2	1
6	58	1	-1	2	0
6	59	1	-1	2	0
6	60	2	1	2	1
6	61	2	1	2	1
6	62	2	1	2	1
6	63	2	1	2	1
6	64	2	1	2	1
6	65	1	-1	2	0
6	66	2	-1	1	0
6	67	1	1	1	1
6	68	1	1	1	1
6	69	1	1	1	1
6	70	1	1	1	1
6	71	1	1	1	1
6	72	1	1	1	1
6	73	1	1	1	1
6	74	1	1	1	1
6	75	1	1	1	1
6	76	1	1	1	1
6	77	1	1	1	1
6	78	1	-1	1	1
6	79	2	-1	1	0
6	80	1	1	1	1
7	1	2	1	1	0
7	2	2	1	1	0
7	3	2	-1	1	0
7	4	2	1	1	0
7	5	1	-1	1	1
7	6	1	1	1	1
7	7	1	1	1	1
7	8	1	1	1	1
7	9	1	1	1	1
7	10	1	1	1	1
7	11	1	1	1	1
7	12	1	1	1	1
7	13	1	1	1	1
7	14	1	1	1	1
7	15	2	-1	1	0
7	16	1	1	1	1
7	17	1	-1	2	0
7	18	2	1	2	1
7	19	2	1	2	1
7	20	2	1	2	1
7	21	2	-1	2	1
7	22	1	-1	2	0
7	23	2	-1	2	1
7	24	1	-1	2	0
7	25	2	1	2	1
7	26	2	1	2	1
7	27	2	1	2	1
7	28	2	1	2	1
7	29	2	1	2	1
7	30	2	-1	2	1
7	31	1	-1	2	0
7	32	2	1	2	1
7	33	2	-1	1	0
7	34	1	1	1	1
7	35	1	1	1	1
7	36	2	-1	1	0
7	37	1	1	1	1
7	38	1	1	1	1
7	39	1	1	1	1
7	40	1	1	1	1
7	41	1	1	1	1
7	42	1	1	1	1
7	43	1	1	1	1
7	44	1	1	1	1
7	45	1	1	1	1
7	46	1	-1	1	1
7	47	2	-1	1	0
7	48	1	1	1	1
7	49	1	1	1	1
7	50	1	-1	2	0
7	51	2	1	2	1
7	52	2	1	2	1
7	53	2	1	2	1
7	54	2	1	2	1
7	55	2	1	2	1
7	56	2	1	2	1
7	57	2	1	2	1
7	58	2	1	2	1
7	59	2	1	2	1
7	60	2	1	2	1
7	61	2	1	2	1
7	62	2	1	2	1
7	63	2	1	2	1
7	64	2	1	2	1
7	65	2	1	2	1
7	66	2	-1	1	0
7	67	1	1	1	1
7	68	1	-1	1	1
7	69	2	-1	1	0
7	70	1	1	1	1
7	71	1	1	1	1
7	72	1	-1	1	1
7	73	2	-1	1	0
7	74	2	-1	1	0
7	75	2	-1	1	0
7	76	1	1	1	1
7	77	1	1	1	1
7	78	1	1	1	1
7	79	1	1	1	1
7	80	1	1	1	1
8	1	2	-1	1	0
8	2	2	-1	1	0
8	3	1	1	1	1
8	4	1	1	1	1
8	5	1	1	1	1
8	6	1	1	1	1
8	7	1	-1	1	1
8	8	1	1	1	1
8	9	1	-1	1	1
8	10	1	1	1	1
8	11	2	-1	1	0
8	12	1	1	1	1
8	13	2	1	1	0
8	14	1	1	1	1
8	15	1	1	1	1
8	16	1	1	1	1
8	17	1	-1	2	0
8	18	2	-1	2	1
8	19	1	-1	2	0
8	20	2	1	2	1
8	21	2	1	2	1
8	22	2	1	2	1
8	23	1	-1	2	0
8	24	2	1	2	1
8	25	2	1	2	1
8	26	2	1	2	1
8	27	2	-1	2	1
8	28	2	1	2	1
8	29	2	1	2	1
8	30	1	1	2	0
8	31	2	1	2	1
8	32	2	-1	2	1
8	33	1	1	1	1
8	34	1	1	1	1
8	35	1	1	1	1
8	36	1	1	1	1
8	37	1	1	1	1
8	38	1	1	1	1
8	39	1	1	1	1
8	40	1	1	1	1
8	41	1	1	1	1
8	42	1	1	1	1
8	43	1	1	1	1
8	44	1	1	1	1
8	45	1	1	1	1
8	46	1	1	1	1
8	47	1	1	1	1
8	48	2	-1	1	0
8	49	1	1	1	1
8	50	2	1	2	1
8	51	2	1	2	1
8	52	2	1	2	1
8	53	2	1	2	1
8	54	2	1	2	1
8	55	2	1	2	1
8	56	2	1	2	1
8	57	2	1	2	1
8	58	2	1	2	1
8	59	2	1	2	1
8	60	2	1	2	1
8	61	2	1	2	1
8	62	2	1	2	1
8	63	2	1	2	1
8	64	2	1	2	1
8	65	2	1	2	1
8	66	2	-1	1	0
8	67	2	1	1	0
8	68	2	1	1	0
8	69	2	-1	1	0
8	70	1	-1	1	1
8	71	1	1	1	1
8	72	2	-1	1	0
8	73	2	-1	1	0
8	74	1	1	1	1
8	75	1	1	1	1
8	76	1	1	1	1
8	77	1	1	1	1
8	78	2	-1	1	0
8	79	1	1	1	1
8	80	1	-1	1	1
9	1	2	-1	1	0
9	2	1	1	1	1
9	3	1	1	1	1
9	4	1	1	1	1
9	5	1	-1	1	1
9	6	2	-1	1	0
9	7	1	1	1	1
9	8	2	-1	1	0
9	9	1	1	1	1
9	10	1	-1	1	1
9	11	1	1	1	1
9	12	2	-1	1	0
9	13	1	1	1	1
9	14	1	-1	1	1
9	15	2	-1	1	0
9	16	1	-1	1	1
9	17	2	1	2	1
9	18	1	-1	2	0
9	19	2	-1	2	1
9	20	2	1	2	1
9	21	1	-1	2	0
9	22	2	1	2	1
9	23	2	-1	2	1
9	24	1	-1	2	0
9	25	2	1	2	1
9	26	2	1	2	1
9	27	2	1	2	1
9	28	2	1	2	1
9	29	2	1	2	1
9	30	2	1	2	1
9	31	2	1	2	1
9	32	2	1	2	1
9	33	2	-1	1	0
9	34	1	1	1	1
9	35	1	1	1	1
9	36	1	-1	1	1
9	37	2	-1	1	0
9	38	1	1	1	1
9	39	1	1	1	1
9	40	1	1	1	1
9	41	1	1	1	1
9	42	1	1	1	1
9	43	1	1	1	1
9	44	1	1	1	1
9	45	1	1	1	1
9	46	1	1	1	1
9	47	1	1	1	1
9	48	1	1	1	1
9	49	1	-1	1	1
9	50	1	1	2	0
9	51	1	-1	2	0
9	52	2	1	2	1
9	53	2	1	2	1
9	54	2	1	2	1
9	55	2	-1	2	1
9	56	1	1	2	0
9	57	1	-1	2	0
9	58	1	-1	2	0
9	59	2	1	2	1
9	60	2	1	2	1
9	61	2	1	2	1
9	62	2	1	2	1
9	63	1	-1	2	0
9	64	2	-1	2	1
9	65	1	-1	2	0
9	66	2	-1	1	0
9	67	2	-1	1	0
9	68	2	-1	1	0
9	69	1	1	1	1
9	70	1	-1	1	1
9	71	1	1	1	1
9	72	1	1	1	1
9	73	1	1	1	1
9	74	1	1	1	1
9	75	1	1	1	1
9	76	1	1	1	1
9	77	1	1	1	1
9	78	1	1	1	1
9	79	1	1	1	1
9	80	1	-1	1	1
10	1	1	1	1	1
10	2	1	-1	1	1
10	3	2	-1	1	0
10	4	1	-1	1	1
10	5	1	1	1	1
10	6	1	1	1	1
10	7	1	1	1	1
10	8	2	-1	1	0
10	9	1	1	1	1
10	10	1	1	1	1
10	11	1	1	1	1
10	12	1	1	1	1
10	13	1	-1	1	1
10	14	2	-1	1	0
10	15	1	1	1	1
10	16	2	-1	1	0
10	17	1	1	2	0
10	18	1	1	2	0
10	19	2	1	2	1
10	20	1	1	2	0
10	21	1	-1	2	0
10	22	1	-1	2	0
10	23	2	1	2	1
10	24	2	1	2	1
10	25	2	1	2	1
10	26	2	1	2	1
10	27	2	-1	2	1
10	28	1	-1	2	0
10	29	2	1	2	1
10	30	2	1	2	1
10	31	2	1	2	1
10	32	2	-1	2	1
10	33	2	-1	1	0
10	34	1	1	1	1
10	35	1	1	1	1
10	36	1	1	1	1
10	37	1	1	1	1
10	38	1	1	1	1
10	39	1	1	1	1
10	40	1	1	1	1
10	41	1	-1	1	1
10	42	2	-1	1	0
10	43	1	1	1	1
10	44	2	1	1	0
10	45	2	-1	1	0
10	46	2	-1	1	0
10	47	1	1	1	1
10	48	2	-1	1	0
10	49	1	1	1	1
10	50	1	-1	2	0
10	51	1	1	2	0
10	52	2	1	2	1
10	53	1	-1	2	0
10	54	2	-1	2	1
10	55	2	-1	2	1
10	56	2	1	2	1
10	57	1	-1	2	0
10	58	2	1	2	1
10	59	2	1	2	1
10	60	2	-1	2	1
10	61	2	1	2	1
10	62	2	1	2	1
10	63	2	1	2	1
10	64	2	1	2	1
10	65	1	1	2	0
10	66	2	-1	1	0
10	67	1	1	1	1
10	68	1	1	1	1
10	69	1	1	1	1
10	70	1	-1	1	1
10	71	2	-1	1	0
10	72	1	-1	1	1
10	73	2	-1	1	0
10	74	1	-1	1	1
10	75	2	1	1	0
10	76	1	1	1	1
10	77	1	1	1	1
10	78	1	-1	1	1
10	79	2	1	1	0
10	80	1	1	1	1
